califa_id,mass,age_lw,age_mw,ttype
1,10.50472214480292,2.18399618670786,6.11884567081841,3.0
2,10.911792457601072,1.0733973599079927,6.74929194552784,4.0
3,10.220842558864309,0.892115250559544,6.364300086799085,5.0
5,10.178083871168953,0.7326137307725946,4.428360271681267,4.0
7,10.926012657990283,3.755815606736894,8.962500656975857,1.0
8,10.725475388160316,1.2224077599959167,6.041589864154633,4.0
10,11.052494835510322,4.637065303283223,8.639156992101466,3.0
12,10.27917472455179,0.4807096800322249,10.590554178312809,5.0
14,9.883489876484239,0.15783363299624706,3.9088888750909563,7.0
20,10.973672622099741,7.8695510028787945,12.178756586717363,1.0
23,10.569838211236123,2.11711956376929,5.276821841242454,3.0
25,10.807744297290585,2.044131042610769,7.041259743798285,3.0
26,10.746154058726251,2.086078977546469,6.634020728007304,1.0
27,9.243471747201198,0.5219827043139639,3.837847128775405,7.0
28,10.886091309891606,0.8471715912762606,8.104948601132627,4.0
29,10.717477145119572,4.0759770705990395,5.521019999469813,1.0
30,10.27750453914455,0.7152298052136499,5.337213388709916,5.0
31,10.535272147525781,0.4237014572706855,3.733227270294663,5.0
33,10.877875670213955,0.8749638083148217,8.619215808126793,5.0
35,10.652619205240287,4.266676750809899,4.891072327321546,-5.0
36,10.78101460557928,5.986691220696615,8.848382512220347,1.0
38,10.979961357117396,4.836457170869211,9.160277629781117,1.0
39,9.932519846638122,0.7817478381233997,6.2328752393313085,5.0
40,9.77419605788537,0.931431186779088,6.74690277606203,5.0
41,10.081379004174487,1.051485797576867,5.7843713308213776,4.0
42,10.543331392703884,1.114042613099983,5.749345330188762,4.0
43,10.4915576579088,1.8437536214278152,5.8955863860848785,3.0
44,11.27709934572775,9.584972283501608,12.14043699890795,-5.0
46,10.581949497726717,5.327467965774503,7.4381294758862335,-2.0
47,10.588408153617621,4.738872904878371,6.0112726048199745,-2.0
49,10.78052119263148,5.487339611733982,10.335443012004376,1.0
50,10.936675995829383,6.835561855575754,8.968097997195374,-2.0
51,11.053459724371104,4.967685364428298,7.552741042699989,-5.0
52,10.63396263907243,1.9455955533276124,7.749206326851836,4.0
53,10.241428103295872,0.7421288122564497,4.652078573643499,5.0
59,10.734376842275637,4.271285817661097,7.343687784070513,-2.0
61,10.19239615009268,5.029297757339303,11.226894805143091,1.0
68,11.369260006304234,7.450299843210563,8.646794125100177,-5.0
69,9.446281319944903,0.5793478933221782,3.7431721691804074,5.0
70,11.021223895849031,6.2387147869222614,9.535239777229345,3.0
71,10.523878952976363,0.9513377678384318,3.9791342591193133,5.0
72,10.800525988420386,6.788909612062999,8.760399892912998,-2.0
73,10.707463873303773,1.2661676818877305,4.710046115033857,3.0
76,11.35189553086275,7.363961246453988,10.035938010883953,-5.0
77,10.470993603021697,6.879685912867915,9.640430823785195,1.0
81,10.633240530093994,1.3348849793290538,6.3405875301104375,5.0
87,10.986717197534821,5.916132164219084,9.391181107252526,-2.0
88,10.391296838056222,1.0352397551389558,7.43157364977677,4.0
100,10.097194081981929,1.7890439175143384,8.755995856016948,1.0
101,11.455514770254032,7.4211818081194805,9.1482497138734,-5.0
103,10.595406430645186,4.412207047880692,5.325902357748636,-2.0
104,11.018493480506708,8.35519392101462,10.661233818430597,-2.0
119,11.183127976830303,4.95993285505918,7.0008366099022545,-2.0
127,11.129917567960975,4.073174588057658,7.788997409833952,-5.0
131,10.223150598653982,1.2919460927917317,3.968265220268659,1.0
134,10.70664211078721,4.526608325605059,6.3836098169212585,-2.0
135,10.767222400508102,2.2767677494426786,10.450043810884011,1.0
141,8.992340313594282,0.5710133717882896,9.699108654797598,5.0
143,9.604099871497159,1.1213248546704078,6.165465218542474,5.0
144,10.14854569937141,0.49588402891192634,5.45114733873498,5.0
149,10.704925415887942,1.1555136001367412,6.997820177930594,4.0
152,9.754672532724534,0.44515572517610086,4.636013064036824,4.0
153,10.654548609322527,1.6038893388162465,8.552627621204783,3.0
155,10.945731307638408,4.609308607903541,10.251026749832118,3.0
156,10.890349357409791,5.538717492646187,10.924888009590507,1.0
157,10.244642103836938,1.0888337674552941,6.757471268292527,5.0
159,9.966059723420189,0.7843455401617692,3.463005497167706,5.0
161,9.070489756578423,0.21719103687947638,3.1256235214940054,7.0
165,10.744345000270048,0.6604258802906726,8.222598518644164,4.0
171,10.972605247013913,5.690749250245429,6.08765271608097,-5.0
186,10.466953604582658,3.108968348515525,11.267380472165884,1.0
219,10.86035830530166,4.645338340693065,8.683187703095472,1.0
231,8.360682841311819,0.06278596902616616,0.9022254654217173,7.0
232,10.11514559320908,0.5507942078986892,5.137071320356931,5.0
272,10.335775525664872,9.144237164214621,10.22464799916223,-5.0
274,9.735934925968817,3.966599474694368,8.843054632505611,1.0
275,10.278378290984543,2.11120300594427,6.921121399904824,4.0
277,10.442865033621851,0.9958021557954652,4.068346810725965,4.0
278,10.953651700257078,2.619302192313442,8.730085109287684,3.0
279,10.878840813082734,2.601788556905265,2.798640124185105,-5.0
306,9.312572136930081,0.7951435728411805,6.032483719679035,7.0
307,10.47011699387708,1.8000375430106144,3.248615488642951,3.0
309,10.149482077463807,1.0573993642801338,4.50448481772187,4.0
311,11.133739456731826,6.660621389238248,9.745471265522147,1.0
312,8.872346990468861,0.36123423538212,2.157784083768541,7.0
318,11.411136333712129,7.309891352228258,8.964433976696238,-5.0
326,9.914502142219659,0.4259054242044464,2.0485897861016387,3.0
339,10.447235643245346,4.334187839240776,5.94887420429965,-2.0
341,11.211493953004956,9.237205002164757,12.376060570909997,-5.0
353,9.317148133423908,0.4321735155575268,1.5382590259956126,7.0
364,11.074980801369405,6.569532643170464,9.990106126201844,1.0
381,11.068564348752792,6.3801110734174955,10.850443903051886,1.0
386,10.82938847953553,6.141339845898367,10.25686343258141,1.0
387,11.217233951766257,6.126327418131986,8.617316197790512,-5.0
388,10.01086950737607,1.8399894807920028,7.81900661424332,4.0
414,10.169805536241036,2.682421441405228,7.034495967084151,3.0
436,10.281588736262513,0.9081054161570861,6.15172608516471,4.0
437,10.20675870179109,0.9233284997528507,3.2319467887620807,4.0
475,9.704577588895937,0.10129424318031428,4.224122617267782,7.0
476,10.243872560715515,0.391095710326158,6.551462169976404,4.0
479,11.006850245203719,5.746818703359163,9.699552361914858,-2.0
500,10.370632710423747,1.707375444379429,6.300244447255582,4.0
502,10.212098721793359,3.9211914322006267,6.698430695007805,1.0
515,10.565460663023012,2.302653197452695,8.191296894122186,4.0
518,10.230356096141211,2.0147212957382474,7.564478405454311,3.0
528,8.886434404501777,0.08255113506046877,1.8742030860079248,7.0
569,10.418230940734347,3.115949274343944,9.837447162660025,3.0
580,10.090812648696643,0.3090850556129073,1.5306124199494804,4.0
588,10.988685669916814,4.640185681954757,6.088849595281453,-5.0
589,11.01534739063345,4.3752667797233356,5.295310166861162,-5.0
593,11.102889402298578,1.9820449411889725,9.157827172662499,1.0
602,10.840997807691185,3.8933761796271886,5.478000848387456,-5.0
603,9.579805322023052,0.3154549334813127,4.211492329195955,5.0
606,9.205831231326718,0.24917589766916023,4.117127941055554,7.0
607,11.0374211798489,3.200405914574553,5.7996766201446315,-2.0
608,10.700745462103319,3.72840009321989,10.791127076430437,4.0
609,9.71692315019547,0.34346316928670245,1.4197146680109287,5.0
610,10.608357139254005,1.5088237588515852,5.325288244669949,3.0
611,10.134643062310433,0.7178334310370161,6.442487288520726,4.0
612,11.44352759587299,8.975570371603467,10.84720923963067,-5.0
630,9.736655363355746,2.7864698371270915,7.80679282388108,4.0
633,10.25836855735391,4.485944148302217,6.3189972050496035,-2.0
634,10.422637925713516,1.5517490817233186,4.932751238830776,1.0
652,8.861211199364138,1.5339576264035633,7.795304696654604,5.0
657,9.009344731458437,0.378325366067987,1.0246947962437405,7.0
663,11.100921224080356,5.513146336776852,9.724253348130219,1.0
664,9.960362232608473,2.54913022016985,6.427430196632859,3.0
665,11.031032146435132,4.2334686659685605,8.477468556769454,3.0
676,10.357783235593109,4.6847930536610916,8.863690004099047,3.0
684,10.841949265987083,1.6956874717057064,4.512373502340537,3.0
708,10.493642578353551,7.170719028521593,8.331236928160793,-5.0
714,10.44570679809303,0.659418795612509,2.929991891730798,4.0
715,9.67067744581477,0.6532045270338457,6.068696898093885,4.0
740,11.165873061397551,5.585118890337659,10.693050033200489,1.0
744,10.406143428814392,5.8880632144329486,6.215543612840661,-2.0
748,10.043588790139838,0.6713846624589119,4.316971848679447,4.0
749,9.377694497381341,0.10084577381840167,0.9909503209133305,7.0
754,10.252482990143394,1.2215521348046814,7.589729855266583,4.0
758,9.189810883593104,0.23654210321790403,4.363470993859718,5.0
764,10.953825263401377,2.9760006598867115,7.293541394639701,4.0
768,9.654614293045945,0.855655782270962,2.091918624647211,4.0
769,10.026222641681573,0.8387047394926707,5.510039744325718,4.0
774,10.91057249027364,3.4534181053163184,4.108711285602611,3.0
775,10.192036739403544,0.4353983945089304,6.0016868467473845,5.0
778,11.036978921704138,4.454129896487886,7.674534224219618,-2.0
779,10.397294299523345,1.4156029155288834,6.939470256456361,4.0
780,10.54093185583556,2.8075621621490026,4.909482291512805,-5.0
783,9.80890126578858,0.5262193802339337,6.451145308445294,3.0
789,11.348613417935855,4.8243189107566655,9.66605305896938,3.0
791,10.915801172747216,4.005148764626502,8.330250284357339,1.0
795,10.442738574874246,3.5441072389201826,8.89070653087619,1.0
797,9.9533735786909,0.8900583919505739,3.9575817167837486,3.0
798,10.24395699149792,1.1537476606507904,4.563470987079971,4.0
804,10.12717088245265,4.455845655068692,11.70811077353148,3.0
806,10.798593188124672,6.968804531572354,7.343504606594465,-5.0
807,10.778172163256592,2.4624971152892208,5.947082008030253,3.0
809,10.788882567535634,8.415666178878372,11.127789169368638,1.0
810,10.482502707643997,0.3310480637158469,3.571533170240989,4.0
813,10.460570272270491,1.102178427318695,5.4105838856316995,4.0
814,11.26968261836352,9.15807447170253,11.263397079018382,-5.0
815,10.796490950663287,7.893129201217195,8.29206713074254,-5.0
816,10.91908143238787,10.867852054676138,12.81141260210301,-5.0
818,10.299996975761344,1.4663756100908496,8.093720286693365,1.0
820,10.362558312657209,4.6742468185036525,8.923879543862984,4.0
821,10.884364829601271,1.6988613031601267,8.6647128564345,3.0
822,10.929240598633823,3.6070701194162025,7.434680279748973,-2.0
823,9.887596194968038,1.2725029366687455,4.000886608646736,4.0
824,10.413996160743675,0.9175342570915803,4.807650266483734,3.0
826,10.899362003804173,6.096098610773022,8.621740006149306,-2.0
827,9.342368035443888,1.0954883084861011,6.06282283418601,5.0
828,9.9468586076804,0.9503343708633312,5.8277625908925605,5.0
829,11.159088079772625,7.810859411252617,9.370440286145952,-5.0
831,9.926375014684062,0.5732848318950442,1.944082289540616,4.0
832,11.433081995940904,5.844835170068983,7.55144072558621,-5.0
833,11.01149541364295,5.842384085480274,10.821278197037172,1.0
834,10.94970086558142,2.8275883302396796,7.345423561750939,3.0
835,11.185544246044707,6.562772561518733,7.311881334661275,-5.0
836,9.820057832472054,0.8979718474253604,1.8655523752439511,5.0
837,10.170738515221597,0.38580334794994386,5.5492048654227615,3.0
838,10.514311290544022,7.125005217923651,9.30141769766351,1.0
840,11.712346481799344,11.441903851784069,12.219205863607698,-5.0
841,9.689498419602367,0.6983261453385871,5.0859751567603,5.0
842,10.36640120120148,1.3903914564014137,4.987829088019653,3.0
843,9.554034695665514,0.7381070637663973,9.34237995202157,5.0
844,10.673024369142407,6.571437883563153,8.664044843379193,-2.0
845,11.21545784935737,4.373745504478061,5.635316571020534,-5.0
846,11.182441975754505,8.315349521435243,9.630243723878639,-5.0
848,10.478220893782726,3.002294915710671,7.312420961180846,3.0
849,10.775300806026326,1.121028053466097,3.0424363218993107,4.0
850,10.864856919214297,2.610535899783014,4.950490758743361,1.0
851,11.59652912307637,10.675346533730202,12.539606591726907,-5.0
852,9.332091677717484,0.22911609480893938,2.153632076202793,5.0
854,10.87055428044364,1.9316166857061117,5.954671489938846,3.0
856,10.424204984610892,1.3700531070502477,7.878063389520126,3.0
857,10.81162518261727,2.9868048051159923,5.750691968311928,4.0
858,11.316908552452663,7.641561771722391,9.926788209487983,-2.0
859,10.712936353445533,4.015416247869581,4.85941927976477,-5.0
860,10.809977228940042,11.01567385072294,11.856503196398203,-2.0
861,10.264102964908165,2.331944645138108,5.024890048773754,4.0
862,11.055054564608138,1.3926921396618068,8.162151828018606,5.0
863,10.945276659657724,3.8464211609632883,8.294116760329352,1.0
864,11.092954182275818,6.964532820311705,7.643237696972179,-5.0
865,10.953010389226057,6.406060742028768,9.276015186153085,-2.0
866,9.894328547271241,0.08568584830523711,3.2650135441814934,5.0
867,10.157706063376311,4.546479386052751,5.643662325748003,1.0
869,11.032959443999353,3.3816880224160415,8.142272450884102,3.0
870,9.389550185495958,5.629738384744396,7.6652978359316934,-2.0
872,10.413542822909996,2.9442685204799335,6.51842189838177,1.0
874,11.285039411704359,8.032966151148957,11.38008399305925,-2.0
875,10.778226605520063,5.807195901952298,10.390900197666273,-2.0
876,10.696650846338153,2.137461194719763,8.251123192558357,4.0
877,10.839498819191727,2.685405992436312,8.938608649285698,1.0
880,10.051796644460692,0.5344520406194646,2.184607680269709,4.0
881,11.307069166660256,6.4792525511301715,7.997254883588782,-5.0
883,11.266101129227716,10.135878680194159,12.031475154843577,-2.0
884,9.80696992236277,0.8599513704247663,8.092124107563743,5.0
885,9.14338184842121,0.5335912376170188,5.2890288415925,5.0
886,11.186339336276454,3.816462096406494,9.15110837149153,1.0
887,10.934975564276598,1.4204824055269965,5.572513244869627,4.0
888,11.321937075202138,6.550986077562253,8.79203215073057,-5.0
889,10.757562173639998,1.922178054361863,7.186832841986077,1.0
890,10.720750845331592,3.53524427866148,7.75691515553303,3.0
891,10.048742691356004,0.8048674662696199,8.030760804967711,5.0
893,11.597804380457115,10.256728816349632,12.421797700624651,-5.0
894,11.063795927842706,6.917564654224462,9.806406479149764,1.0
896,10.59648120191384,0.6458767854579275,2.2288866792996656,4.0
898,10.647033787818334,0.608992159660792,6.09603492570002,4.0
901,10.506210485897007,0.76201572758345,3.6491460303597187,4.0
902,11.040678101051462,8.936782262224959,11.411096530223485,1.0
903,11.166038566436988,6.998707635510056,8.638805147026297,-5.0
904,10.69328993247927,0.7026987155637099,4.933521395341232,4.0
906,10.045684713360448,0.7872868214695438,3.6574334750702535,5.0
907,9.946594090915543,0.9705881321325833,4.7817158615361475,4.0
909,9.954121068124508,0.4986106229345385,1.6329828953592034,5.0
910,10.434074910622776,6.904469232181975,11.547637980825037,3.0
911,11.239474318852377,6.348725165350295,9.391166659512749,-5.0
912,10.690350449506168,6.240153769618393,7.381618096057596,-2.0
914,10.45421704291756,2.089692289510516,7.314764559421802,3.0
915,10.588855303484415,1.3633835636086238,7.539769556758798,3.0
916,10.672151043995228,4.59624669183329,5.139185058777746,-2.0
917,11.074840830544778,12.952927506432415,13.969833039238445,-2.0
919,10.838237064497267,4.859893260939228,6.894509554190956,-2.0
923,10.779181286646875,6.455377317900053,7.41632618158073,-5.0
924,10.434973586070235,4.1098745614854835,10.147429125654883,3.0
925,10.97316072658066,5.410539592756801,8.52238346087503,1.0
926,9.741396110188136,0.205433329752328,9.973395714361132,5.0
927,11.063671897389716,3.8761335852270062,8.261325493866696,3.0
929,10.72199039819679,0.7008562245865211,9.272296067678822,4.0
930,9.658765661161889,0.14245006769785726,3.3020692070850344,5.0
933,10.564806670215173,1.2503395188776285,5.76487529453213,1.0
934,9.432573767251714,0.711194862988299,1.9854179279548323,4.0
935,10.042514374155704,0.8463143425526265,4.87410354475468,5.0
937,9.333534579130006,0.3557930555218549,1.9943270093512353,7.0
